"","URN","Local.authority","Region","Sector_merge","Places","Organisation","Registration.date","overspend_category","outsourcing_category","new_LA_places","new_LA_homes","matched"
"624","2580303","SHROPSHIRE","West Midlands","Investment owned",2,"Reflexion Care Group Limited","24/04/2020","high-overspend",NA,8,4,1
"625","2582247","LANCASHIRE","North West","Investment owned",2,"Sandcastle Care Ltd","04/03/2020","low-overspend",NA,6,1,1
"626","SC454266","MIDDLESBROUGH","North East","Investment owned",4,"Cambian Childcare Ltd","13/12/2012","high-overspend",NA,6,2,1
"627","SC456271","LANCASHIRE","North West","Corporate owned",4,"Nurture Childcare Services Ltd","22/11/2012","low-overspend",NA,6,1,1
"628","SC457272","CAMBRIDGESHIRE","East of England","Investment owned",3,"Cambian Childcare Ltd","19/02/2013","low-overspend",NA,17,3,1
"629","SC464759","DERBYSHIRE","East Midlands","Individual owned",4,"Blue Mountain Homes Ltd","11/04/2014","high-overspend",NA,5,2,1
"630","SC465475","NEWCASTLE UPON TYNE","North East","Individual owned",6,"Right-Trak Limited","26/07/2013","low-overspend","low-outsourcing",11,4,1
"631","2668710","NORTH TYNESIDE","North East","Local Authority",5,"North Tyneside Council","20/03/2022","high-overspend","low-outsourcing",11,4,1
"632","2672566","LANCASHIRE","North West","Corporate owned",3,"Embrace Care Ltd","30/06/2022","low-overspend",NA,6,1,1
"633","2675665","LANCASHIRE","North West","Individual owned",3,"Bear Care Services Limited","20/07/2022","low-overspend",NA,6,1,1
"634","SC426751","DERBYSHIRE","East Midlands","Individual owned",6,"Enabling Futures Ltd","10/05/2011","high-overspend",NA,5,2,1
"635","SC484402","NOTTINGHAMSHIRE","East Midlands","Individual owned",3,"Footsteps to Futures Limited","19/01/2015",NA,"high-outsourcing",2,1,1
"636","2647514","LANCASHIRE","North West","Corporate owned",2,"Hexagon Care Services Ltd","01/10/2021","low-overspend",NA,6,1,1
"637","2648027","LANCASHIRE","North West","Investment owned",1,"Esland North Limited","07/10/2021","low-overspend",NA,6,1,1
"638","2649926","DORSET","South West","Investment owned",1,"Beaufort care Group","06/10/2021","high-overspend",NA,10,4,1
"639","2650947","DORSET","South West","Individual owned",2,"Lily Residential Services Ltd","18/11/2021","high-overspend",NA,10,4,1
"640","2558515","DERBYSHIRE","East Midlands","Corporate owned",4,"Ashwood Childrens Care Home Ltd","19/12/2019","high-overspend",NA,5,2,1
"641","2570535","SHROPSHIRE","West Midlands","Investment owned",4,"Keys Nhcc Ltd","04/05/2020","high-overspend",NA,8,4,1
"642","2594061","LEEDS","Yorkshire and The Humber","Investment owned",3,"Nestlings Care Ltd","10/07/2020",NA,"low-outsourcing",4,1,1
"643","SC416318","LANCASHIRE","North West","Investment owned",4,"Bay View Child Care Limited","22/12/2010","low-overspend",NA,6,1,1
"644","SC417795","LEEDS","Yorkshire and The Humber","Investment owned",4,"Pebbles Care Limited","02/11/2010",NA,"low-outsourcing",4,1,1
"645","2639649","LANCASHIRE","North West","Individual owned",2,"Contemporary Concept Care Limited","28/09/2021","low-overspend",NA,6,1,1
"646","2584908","SHROPSHIRE","West Midlands","Local Authority",2,"Shropshire Council","07/10/2020","high-overspend",NA,8,4,1
"647","2587132","NEWCASTLE UPON TYNE","North East","Individual owned",2,"Outdoor Care Limited","06/07/2020","low-overspend","low-outsourcing",11,4,1
"648","SC472417","HARTLEPOOL","North East","Local Authority",4,"Hartlepool Borough Council","10/01/2014",NA,"low-outsourcing",6,2,1
"649","SC051739","NOTTINGHAMSHIRE","East Midlands","Investment owned",3,"Pathway Care Solutions Ltd","24/11/2003",NA,"high-outsourcing",2,1,1
"650","SC042950","LINCOLNSHIRE","East Midlands","Local Authority",6,"Lincolnshire County Council","29/01/2004","low-overspend","low-outsourcing",17,3,1
"651","SC028174","LINCOLNSHIRE","East Midlands","Corporate owned",4,"Keys Direct Care Limited","24/04/2002","low-overspend","low-outsourcing",17,3,1
"652","1270301","LANCASHIRE","North West","Corporate owned",3,"Future Focused Ltd","08/02/2018","low-overspend",NA,6,1,1
"653","1271375","LANCASHIRE","North West","Investment owned",3,"Sandcastle Care Ltd","12/03/2018","low-overspend",NA,6,1,1
"654","SC441717","LANCASHIRE","North West","Investment owned",4,"Partners in Care Limited","10/04/2012","low-overspend",NA,6,1,1
"655","1238043","LANCASHIRE","North West","Corporate owned",5,"Nurture Childcare Services Ltd","01/07/2016","low-overspend",NA,6,1,1
"656","1240753","LANCASHIRE","North West","Investment owned",4,"Your Chapter Holdings Limited","17/08/2016","low-overspend",NA,6,1,1
"657","SC066048","EAST SUSSEX","South East","Corporate owned",1,"Anderida Adolescent Care Ltd","26/09/2005","high-overspend",NA,5,1,1
"658","2594875","CAMBRIDGESHIRE","East of England","Corporate owned",4,"The Beeches UK Limited","13/07/2020","low-overspend",NA,17,3,1
"659","SC382595","NEWCASTLE UPON TYNE","North East","Individual owned",5,"Evolution Children Services Limited","23/10/2008","low-overspend","low-outsourcing",11,4,1
"660","SC392712","NOTTINGHAMSHIRE","East Midlands","Individual owned",3,"Capstone Care Provider Limited","13/05/2009",NA,"high-outsourcing",2,1,1
"661","SC006010","LANCASHIRE","North West","Corporate owned",1,"Care Afloat Ltd","20/06/2001","low-overspend",NA,6,1,1
"662","SC006014","LANCASHIRE","North West","Corporate owned",3,"Care Afloat Ltd","20/06/2001","low-overspend",NA,6,1,1
"663","SC020675","SHROPSHIRE","West Midlands","Third sector",4,"Action for Children","01/01/1998","high-overspend",NA,8,4,1
"664","2631136","LANCASHIRE","North West","Individual owned",2,"Safety and Focused Care Ltd","02/07/2021","low-overspend",NA,6,1,1
"665","1247559","LANCASHIRE","North West","Investment owned",5,"Witherslack Group Ltd","21/02/2017","low-overspend",NA,6,1,1
"666","1249115","CALDERDALE","Yorkshire and The Humber","Investment owned",4,"Your Chapter LTD","12/03/2017","high-overspend",NA,3,1,1
"667","SC488112","HARTLEPOOL","North East","Individual owned",4,"North East Specialist Therapeutic Services CIC","02/03/2015",NA,"low-outsourcing",6,2,1
"668","SC480429","LANCASHIRE","North West","Investment owned",1,"Cambian Childcare Ltd","08/08/2014","low-overspend",NA,6,1,1
"669","SC402370","NOTTINGHAMSHIRE","East Midlands","Corporate owned",54,"Kedleston (Wings Education) Limited","18/12/2009",NA,"high-outsourcing",2,1,1
"670","SC403472","NEWCASTLE UPON TYNE","North East","Investment owned",3,"ARTEMIS SUPPORT LIMITED","11/05/2010","low-overspend","low-outsourcing",11,4,1
"671","2530059","LEEDS","Yorkshire and The Humber","Corporate owned",2,"Hexagon Care Services Ltd","30/07/2019",NA,"low-outsourcing",4,1,1
"672","2552036","NEWCASTLE UPON TYNE","North East","Corporate owned",4,"One Step Care Limited","13/01/2020","low-overspend","low-outsourcing",11,4,1
"673","2641044","NEWCASTLE UPON TYNE","North East","Third sector",4,"Action for Children","22/11/2021","low-overspend","low-outsourcing",11,4,1
"674","2641790","LANCASHIRE","North West","Individual owned",2,"A-Triangle Care Ltd","24/05/2021","low-overspend",NA,6,1,1
"675","SC062268","LANCASHIRE","North West","Corporate owned",3,"Care Afloat Ltd","17/03/2006","low-overspend",NA,6,1,1
"676","SC456535","LANCASHIRE","North West","Investment owned",1,"Cambian Childcare Ltd","14/03/2013","low-overspend",NA,6,1,1
"677","1256404","NOTTINGHAMSHIRE","East Midlands","Corporate owned",5,"Homes 2 inspire","24/05/2017",NA,"high-outsourcing",2,1,1
"678","1236540","CALDERDALE","Yorkshire and The Humber","Local Authority",3,"Calderdale Council","14/06/2016","high-overspend",NA,3,1,1
"679","SC429995","DURHAM","North East","Investment owned",4,"A Significant Other Limited","22/07/2011",NA,"low-outsourcing",15,6,1
"680","SC432843","NEWCASTLE UPON TYNE","North East","Third sector",7,"Talbot House Children's Charity Limited","17/02/2012","low-overspend","low-outsourcing",11,4,1
"681","2608630","YORK","Yorkshire and The Humber","Local Authority",8,"City of York Council","16/11/2020","high-overspend","low-outsourcing",15,3,1
"682","2608645","CAMBRIDGESHIRE","East of England","Individual owned",3,"Fonjock's Social Work Practice","02/12/2020","low-overspend",NA,17,3,1
"683","2534580","LANCASHIRE","North West","Investment owned",2,"Sandcastle Care Ltd","21/08/2019","low-overspend",NA,6,1,1
"684","SC039248","LANCASHIRE","North West","Local Authority",6,"Lancashire County Council","20/11/2003","low-overspend",NA,6,1,1
"685","SC043245","WILTSHIRE","South West","Investment owned",4,"Wessex College Limited","25/04/2003","low-overspend",NA,3,1,1
"686","SC043732","LINCOLNSHIRE","East Midlands","Local Authority",11,"Lincolnshire County Council","09/10/2003","low-overspend","low-outsourcing",17,3,1
"687","SC035220","DURHAM","North East","Local Authority",3,"Durham County Council","05/09/2003",NA,"low-outsourcing",15,6,1
"688","SC025733","CAMBRIDGESHIRE","East of England","Third sector",17,"Friends Therapeutic Community Trust","19/06/1973","low-overspend",NA,17,3,1
"689","2501555","SHROPSHIRE","West Midlands","Investment owned",15,"Bryn Melyn Care Limited","04/03/2019","high-overspend",NA,8,4,1
"690","SC449245","SHROPSHIRE","West Midlands","Investment owned",3,"Bryn Melyn Care Limited","13/07/2012","high-overspend",NA,8,4,1
"691","SC020171","DERBYSHIRE","East Midlands","Individual owned",7,"Arnfield Care Limited","09/05/2001","high-overspend",NA,5,2,1
"692","SC020594","SHROPSHIRE","West Midlands","Investment owned",8,"Keys Education Ltd","22/12/1992","high-overspend",NA,8,4,1
"693","SC020608","SHROPSHIRE","West Midlands","Investment owned",3,"Keys Nhcc Ltd","06/08/2001","high-overspend",NA,8,4,1
"694","SC020610","SHROPSHIRE","West Midlands","Investment owned",3,"Keys Nhcc Ltd","06/08/2001","high-overspend",NA,8,4,1
"695","SC455864","MIDDLESBROUGH","North East","Individual owned",8,"Enhanced Young Person's Care LTD","11/03/2013","high-overspend",NA,6,2,1
"696","1257706","CALDERDALE","Yorkshire and The Humber","Individual owned",2,"Gravitas Care LTD","12/06/2018","high-overspend",NA,3,1,1
"697","2613677","LANCASHIRE","North West","Corporate owned",1,"Hexagon Care Services Ltd","27/11/2020","low-overspend",NA,6,1,1
"698","2614095","CALDERDALE","Yorkshire and The Humber","Corporate owned",1,"Hexagon Care Services Ltd","23/12/2020","high-overspend",NA,3,1,1
"699","2620266","LANCASHIRE","North West","Individual owned",2,"Guidance Care Limited","23/03/2021","low-overspend",NA,6,1,1
"700","2672242","DORSET","South West","Individual owned",2,"Lily Residential Services Ltd","27/04/2022","high-overspend",NA,10,4,1
"701","1229229","NOTTINGHAMSHIRE","East Midlands","Investment owned",2,"Esland North Limited","01/04/2016",NA,"high-outsourcing",2,1,1
"702","SC035154","CALDERDALE","Yorkshire and The Humber","Local Authority",5,"Calderdale Council","02/09/2003","high-overspend",NA,3,1,1
"703","SC035155","CALDERDALE","Yorkshire and The Humber","Local Authority",7,"Calderdale Council","09/09/2003","high-overspend",NA,3,1,1
"704","SC035181","DURHAM","North East","Local Authority",5,"Durham County Council","04/09/2003",NA,"low-outsourcing",15,6,1
"705","SC389830","SHROPSHIRE","West Midlands","Investment owned",1,"Reflexion Care Group Limited","03/02/2009","high-overspend",NA,8,4,1
"706","2511614","LANCASHIRE","North West","Corporate owned",3,"Nurture Childcare Services Ltd","20/02/2019","low-overspend",NA,6,1,1
"707","2511662","LANCASHIRE","North West","Investment owned",2,"Sandcastle Care Ltd","27/05/2019","low-overspend",NA,6,1,1
"708","SC370956","LINCOLNSHIRE","East Midlands","Investment owned",4,"Keys Care Limited","15/02/2008","low-overspend","low-outsourcing",17,3,1
"709","SC034944","LANCASHIRE","North West","Investment owned",4,"Keys Child Care Ltd","06/03/2003","low-overspend",NA,6,1,1
"710","SC008810","NOTTINGHAMSHIRE","East Midlands","Investment owned",4,"Pathway Care Solutions Ltd","13/02/2002",NA,"high-outsourcing",2,1,1
"711","2594952","GATESHEAD","North East","Investment owned",3,"ARTEMIS SUPPORT LIMITED","01/09/2020",NA,"low-outsourcing",9,2,1
"712","2595128","SHROPSHIRE","West Midlands","Individual owned",4,"Unique Care Group Limited","29/09/2020","high-overspend",NA,8,4,1
"713","2656590","GATESHEAD","North East","Individual owned",3,"Advocate Recruitment Ltd","21/10/2021",NA,"low-outsourcing",9,2,1
"714","SC036262","DERBYSHIRE","East Midlands","Local Authority",3,"Derbyshire County Council","25/03/2004","high-overspend",NA,5,2,1
"715","2588370","DERBYSHIRE","East Midlands","Individual owned",3,"Blue Mountain Homes Ltd","14/04/2020","high-overspend",NA,5,2,1
"716","2590522","LANCASHIRE","North West","Investment owned",4,"Bay View Child Care Limited","20/07/2020","low-overspend",NA,6,1,1
"717","2677723","BARNET","London","Local Authority",6,"London Borough of Barnet","21/06/2022",NA,"high-outsourcing",6,1,1
"718","2650092","DURHAM","North East","Individual owned",1,"We Care Bespoke Limited","30/11/2021",NA,"low-outsourcing",15,6,1
"719","2660251","SUTTON","London","Corporate owned",6,"Catch22 Charity Limited","02/02/2022",NA,"high-outsourcing",1,1,1
"720","2645878","LANCASHIRE","North West","Corporate owned",2,"Nurture Childcare Services Ltd","22/07/2021","low-overspend",NA,6,1,1
"721","2521953","LANCASHIRE","North West","Corporate owned",2,"Hexagon Care Services Ltd","01/10/2019","low-overspend",NA,6,1,1
"722","SC478468","LANCASHIRE","North West","Investment owned",5,"Cambian Childcare Ltd","21/08/2014","low-overspend",NA,6,1,1
"723","SC483623","HARINGEY","London","Individual owned",5,"Kartikeya Solutions Limited","29/06/2015","high-overspend",NA,6,1,1
