"","URN","Local.authority","Sector_merge","Places","Organisation","Registration.date","overspend_category","outsourcing_category","matched"
"2230","2619357","DEVON","Individual owned",3,"Blue Elephant Childcare Ltd","03/02/2021",NA,NA,1
"2231","2620678","SHROPSHIRE","Investment owned",4,"Compass Childrens Homes Ltd","13/04/2021","high-overspend",NA,1
"2232","2621215","ESSEX","Individual owned",4,"Momentum Residential Care Home Ltd","01/04/2021",NA,NA,1
"2233","2621322","NOTTINGHAMSHIRE","Individual owned",1,"Safe Haven Adolescent Care Group Ltd","30/06/2021",NA,"high-outsourcing",1
"2234","2621334","WARRINGTON","Investment owned",3,"Esland North Limited","16/04/2021",NA,NA,1
"2235","2647022","LANCASHIRE","Individual owned",4,"Barracare Ltd","22/07/2021","low-overspend",NA,1
"2236","2647770","CHESHIRE EAST","Individual owned",8,"Homes for Support Limited","02/09/2021",NA,NA,1
"2237","2648446","COVENTRY","Investment owned",4,"Dimensions Care Ltd","16/09/2021",NA,NA,1
"2238","1235576","PLYMOUTH","Investment owned",2,"South West Childcare Services","16/06/2016",NA,NA,1
"2239","2568557","DEVON","Individual owned",3,"Blue Elephant Childcare Ltd","13/01/2020",NA,NA,1
"2240","2569994","TELFORD AND WREKIN","Investment owned",2,"Horizon Care and Education Group Limited","14/02/2020",NA,NA,1
"2241","2570070","KNOWSLEY","Individual owned",3,"Attivo Care Ltd","06/04/2020","low-overspend",NA,1
"2242","2570253","LINCOLNSHIRE","Individual owned",5,"Pasture View Nurturing Homes Ltd","10/03/2020","low-overspend","low-outsourcing",1
"2243","2572812","MEDWAY","Corporate owned",5,"Acorn Homes (UK) Ltd","01/02/2022",NA,"high-outsourcing",1
"2244","2600259","CALDERDALE","Individual owned",2,"Restorative Social Care Services Ltd","21/09/2020","high-overspend",NA,1
"2245","2604877","BLACKPOOL","Investment owned",2,"Sandcastle Care Ltd","10/09/2020",NA,NA,1
"2246","2605108","KINGSTON UPON HULL","Individual owned",3,"The Open Care Group Limited","29/01/2021",NA,NA,1
"2247","SC480671","LANCASHIRE","Corporate owned",8,"Hexagon Care Services Ltd","23/10/2014","low-overspend",NA,1
"2248","SC480678","BLACKPOOL","Corporate owned",5,"Hexagon Care Services Ltd","30/11/2014",NA,NA,1
"2249","SC480854","KIRKLEES","Corporate owned",6,"Hexagon Care Services Ltd","15/10/2014",NA,NA,1
"2250","SC481209","HEREFORDSHIRE","Investment owned",7,"Aspris Children's Services Limited","12/11/2014","high-overspend",NA,1
"2251","SC482293","HAMPSHIRE","Investment owned",7,"Hillcrest Children's Services Ltd","22/09/2014",NA,NA,1
"2252","SC482410","WIGAN","Corporate owned",3,"Inspire Childrens Services Limited","12/11/2014","high-overspend",NA,1
"2253","SC482418","DURHAM","Individual owned",4,"Hennessy Living Group Limited","13/04/2015",NA,"low-outsourcing",1
"2254","SC483714","CENTRAL BEDFORDSHIRE","Individual owned",6,"White Orchid Marston Moretaine Limited","23/01/2015","high-overspend",NA,1
"2255","SC468747","DEVON","Individual owned",2,"Idem Living Ltd","12/08/2013",NA,NA,1
"2256","2637127","LEICESTERSHIRE","Individual owned",4,"Anchor Care and Education Ltd","29/04/2021","low-overspend",NA,1
"2257","SC066183","BIRMINGHAM","Investment owned",3,"Cambian Childcare Ltd","04/01/2006","low-overspend",NA,1
"2258","SC066466","WEST SUSSEX","Individual owned",6,"The Cuckfield Care Consultancy Limited","21/02/2006",NA,NA,1
"2259","SC066916","LIVERPOOL","Unidentified for-profit",4,"","18/08/2006",NA,NA,1
"2260","1245823","DUDLEY","Investment owned",6,"CareTech Community Services Limited","09/11/2016","low-overspend",NA,1
"2261","2515380","WEST NORTHAMPTONSHIRE","Corporate owned",2,"Homes 2 inspire","11/02/2019",NA,NA,1
"2262","2526875","STAFFORDSHIRE","Corporate owned",5,"The Partnership Of Care Today","30/08/2019",NA,NA,1
"2263","2529355","BLACKPOOL","Investment owned",1,"Sandcastle Care Ltd","13/08/2019",NA,NA,1
"2264","SC042921","LINCOLNSHIRE","Local Authority",12,"Lincolnshire County Council","29/10/2003","low-overspend","low-outsourcing",1
"2265","SC043255","LINCOLNSHIRE","Local Authority",6,"Lincolnshire County Council","20/01/2004","low-overspend","low-outsourcing",1
"2266","SC476602","DURHAM","Individual owned",3,"Duty of Care Limited","05/03/2015",NA,"low-outsourcing",1
"2267","SC478315","HAMPSHIRE","Corporate owned",4,"The Serendipity Centre Limited","09/06/2014",NA,NA,1
"2268","SC478616","KENT","Corporate owned",4,"Acorn Homes (UK) Ltd","14/10/2014",NA,NA,1
"2269","2529648","DEVON","Local Authority",3,"Devon County Council","18/03/2019",NA,NA,1
"2270","SC061678","LIVERPOOL","Corporate owned",4,"Care Assist Children's Services Limited","17/08/2004",NA,NA,1
"2271","SC061803","LANCASHIRE","Investment owned",4,"Sandcastle Care Ltd","14/09/2004","low-overspend",NA,1
"2272","SC062079","SURREY","Third sector",66,"The Children's Trust","29/12/2005",NA,NA,1
"2273","SC062317","BUCKINGHAMSHIRE","Individual owned",4,"Benjamin UK Ltd","25/04/2005",NA,NA,1
"2274","2530086","NEWCASTLE UPON TYNE","Local Authority",3,"Newcastle City Council","25/06/2019","low-overspend","low-outsourcing",1
"2275","2532471","BARKING AND DAGENHAM","Individual owned",4,"The Vine Residential Services (TVRS) Ltd","07/10/2019",NA,NA,1
"2276","SC066821","CUMBRIA","Investment owned",14,"Cambian Whinfell School Ltd","18/04/2006",NA,NA,1
"2277","1258343","WILTSHIRE","Individual owned",4,"New Forest Care Ltd","19/09/2017","low-overspend",NA,1
"2278","1258463","KENT","Individual owned",1,"Moonreach LTD","31/10/2017",NA,NA,1
"2279","1259184","DERBYSHIRE","Corporate owned",4,"Ashwood Childrens Care Home Ltd","31/01/2018","high-overspend",NA,1
"2280","1260700","LEICESTERSHIRE","Individual owned",4,"Brythan House Limited","10/10/2017","low-overspend",NA,1
"2281","1261138","BURY","Corporate owned",5,"New Horizons (Stockport) Ltd","29/08/2017",NA,NA,1
"2282","1263126","CUMBRIA","Individual owned",2,"Active Ark Limited","04/08/2017",NA,NA,1
"2283","1263505","LEICESTERSHIRE","Corporate owned",4,"Platform Childcare Ltd","31/10/2017","low-overspend",NA,1
"2284","SC064117","COVENTRY","Investment owned",6,"Progress Children's Services Limited","25/08/2005",NA,NA,1
"2285","SC064557","CAMBRIDGESHIRE","Individual owned",6,"4d Care Ltd","04/10/2005","low-overspend",NA,1
"2286","SC058778","PETERBOROUGH","Local Authority",8,"Peterborough City & Cambridgeshire County Councils","30/03/2004","low-overspend",NA,1
"2287","SC059842","BOLTON","Local Authority",5,"Bolton Metropolitan Borough Council","10/03/2004",NA,"low-outsourcing",1
"2288","SC059998","DERBY","Individual owned",4,"Blue Mountain Homes Ltd","10/02/2004",NA,"high-outsourcing",1
"2289","SC060936","SUFFOLK","Corporate owned",8,"Broadlands Hall Ltd","22/09/2004",NA,NA,1
"2290","1277552","WORCESTERSHIRE","Investment owned",2,"Keys Specialist Residential Children's Services Ltd","13/06/2018",NA,NA,1
"2291","1278708","NORTH NORTHAMPTONSHIRE","Corporate owned",1,"Homes 2 inspire","27/07/2018",NA,NA,1
"2292","2667771","HAMPSHIRE","Individual owned",4,"Heathfield (Parkgate) Ltd","31/03/2022",NA,NA,1
"2293","2668482","BRADFORD","Individual owned",2,"Formations Care Services Ltd","15/06/2022","high-overspend",NA,1
"2294","2670263","NOTTINGHAMSHIRE","Third sector",4,"YMCA Robin Hood Group","18/03/2022",NA,"high-outsourcing",1
"2295","2670636","READING","Individual owned",5,"Hestia Homes For Children Limited","19/04/2022",NA,"high-outsourcing",1
"2296","2671651","NOTTINGHAMSHIRE","Corporate owned",2,"Homes 2 inspire","21/02/2022",NA,"high-outsourcing",1
"2297","2674686","BRADFORD","Corporate owned",2,"Hexagon Care Services Ltd","03/05/2022","high-overspend",NA,1
"2298","2674760","WARWICKSHIRE","Investment owned",6,"The Forge Nuneaton Limited","28/06/2022",NA,NA,1
"2299","2675807","EAST SUSSEX","Corporate owned",8,"Virtue Therapeutic Care and Education (East Sussex) Limited","29/04/2022","high-overspend",NA,1
"2300","2676045","NORTH TYNESIDE","Corporate owned",4,"HMO NE LTD","13/07/2022","high-overspend","low-outsourcing",1
"2301","SC361811","ROCHDALE","Corporate owned",3,"Meadows Care Limited","19/09/2007",NA,"low-outsourcing",1
"2302","SC366112","SHROPSHIRE","Investment owned",1,"Reflexion Care Group Limited","07/01/2008","high-overspend",NA,1
"2303","SC372504","DERBYSHIRE","LA owned company",55,"The Senad Group Limited","14/08/2009","high-overspend",NA,1
"2304","SC377702","LEWISHAM","Individual owned",6,"Holibrook House Limited","10/07/2008",NA,"high-outsourcing",1
"2305","SC379123","TELFORD AND WREKIN","Corporate owned",5,"Cove Care Residential Limited","30/07/2008",NA,NA,1
"2306","SC476270","WALSALL","Investment owned",5,"Cambian Childcare Ltd","28/02/2014",NA,NA,1
"2307","1236278","CORNWALL","Investment owned",3,"Aspris Children's Services Limited","06/06/2016",NA,NA,1
"2308","1240802","SOMERSET","Investment owned",4,"Cambian Childcare Ltd","13/07/2016",NA,NA,1
"2309","1245565","LEICESTERSHIRE","Investment owned",3,"Esland North Limited","16/11/2016","low-overspend",NA,1
"2310","1246521","HAMPSHIRE","Investment owned",14,"Hillcrest Children's Services Ltd","22/11/2016",NA,NA,1
"2311","SC428084","WAKEFIELD","Local Authority",7,"Wakefield Council","27/04/2011",NA,NA,1
"2312","SC430239","TAMESIDE","Investment owned",5,"Cambian Childcare Ltd","15/06/2011",NA,NA,1
"2313","2547511","CROYDON","Individual owned",3,"Allinonecare Limited","21/02/2020","low-overspend",NA,1
"2314","2547560","LEWISHAM","Individual owned",3,"Ownlife Limited","30/10/2019",NA,"high-outsourcing",1
"2315","2547637","LEWISHAM","Individual owned",3,"James Kids Home Ltd","01/11/2019",NA,"high-outsourcing",1
"2316","2547918","BIRMINGHAM","Individual owned",3,"Care Perspectives Limited","12/03/2020","low-overspend",NA,1
"2317","2548334","NEWHAM","Individual owned",3,"Oak House Childrens Home Ltd","14/08/2019","low-overspend","high-outsourcing",1
"2318","2623791","BLACKPOOL","Individual owned",1,"SBL CARESERVICES (UK) LTD","20/04/2021",NA,NA,1
"2319","2624222","KENT","Corporate owned",5,"Channels & Choices Kent LLP","23/07/2021",NA,NA,1
"2320","2624657","ST HELENS","Investment owned",1,"Cambian Childcare Ltd","10/03/2021",NA,NA,1
"2321","2625182","MANCHESTER","Corporate owned",2,"Care Today (Children's Services) Ltd","03/03/2021",NA,NA,1
"2322","SC007290","WALTHAM FOREST","Unidentified for-profit",4,"","27/10/1998",NA,NA,1
"2323","SC008271","STOKE ON TRENT","Corporate owned",2,"The Partnership Of Care Today","22/12/2000",NA,NA,1
"2324","SC008486","STOCKPORT","Corporate owned",6,"The Partnership Of Care Today","07/11/1992",NA,"low-outsourcing",1
"2325","SC438648","KENT","Individual owned",3,"Benecare Limited","14/12/2011",NA,NA,1
"2326","1245829","LEICESTERSHIRE","Corporate owned",3,"Resolute Care LTD","01/12/2016","low-overspend",NA,1
"2327","1246834","WEST SUSSEX","Individual owned",5,"The Amicus Community (Arundel) Ltd","25/10/2016",NA,NA,1
"2328","1247244","WEST NORTHAMPTONSHIRE","Individual owned",3,"Watermead Care Limited","02/05/2017",NA,NA,1
"2329","1247764","HEREFORDSHIRE","Investment owned",5,"Compass Childrens Homes Ltd","03/03/2017","high-overspend",NA,1
"2330","1249035","LANCASHIRE","Investment owned",6,"Your Chapter LTD","21/03/2017","low-overspend",NA,1
"2331","SC003884","DEVON","Individual owned",1,"One To One Crisis Intervention Ltd","19/10/2001",NA,NA,1
"2332","SC005589","TAMESIDE","Corporate owned",2,"The Partnership Of Care Today","10/07/2001",NA,NA,1
"2333","SC006017","LANCASHIRE","Corporate owned",1,"Care Afloat Ltd","20/06/2001","low-overspend",NA,1
"2334","SC034108","TAMESIDE","Local Authority",6,"Tameside Metropolitan Borough Council ","10/09/2003",NA,NA,1
"2335","SC034235","NORTH YORKSHIRE","Local Authority",6,"North Yorkshire County Council","14/10/2003","low-overspend","low-outsourcing",1
"2336","SC398391","SHROPSHIRE","Investment owned",3,"Hillcrest Childrens Services (2) Limited","21/07/2009","high-overspend",NA,1
"2337","SC486167","PLYMOUTH","Investment owned",1,"South West Childcare Services","18/02/2015",NA,NA,1
"2338","SC489036","LEICESTERSHIRE","Corporate owned",4,"United Children's Services Limited","03/09/2015","low-overspend",NA,1
"2339","SC489038","LANCASHIRE","Investment owned",8,"My Life-My Choice Limited","19/06/2015","low-overspend",NA,1
"2340","SC489970","LEICESTERSHIRE","Corporate owned",4,"United Children's Services Limited","28/07/2015","low-overspend",NA,1
"2341","1155761","GLOUCESTERSHIRE","Individual owned",3,"Carbrey Care Ltd","08/10/2015",NA,NA,1
"2342","1164089","HERTFORDSHIRE","Investment owned",4,"Keys BR Limited","16/08/2015",NA,NA,1
"2343","1183069","SUFFOLK","Investment owned",6,"Aspris Children's Services Limited","01/10/2015",NA,NA,1
"2344","1183197","WAKEFIELD","Individual owned",4,"Keswick Care Limited","16/10/2015",NA,NA,1
"2345","1183911","CALDERDALE","Corporate owned",12,"Young Foundations Limited","05/11/2015","high-overspend",NA,1
"2346","1215521","NOTTINGHAM","Corporate owned",3,"Resolute Care LTD","07/12/2015",NA,NA,1
"2347","1221437","DORSET","Individual owned",5,"Potensial Ltd","15/03/2016","high-overspend",NA,1
"2348","SC063815","WALSALL","Local Authority",4,"Walsall Metropolitan Borough Council","24/08/2005",NA,NA,1
"2349","SC465120","DEVON","Individual owned",3,"What's Out There Limited","27/03/2014",NA,NA,1
"2350","SC465257","WEST NORTHAMPTONSHIRE","Local Authority",12,"Northamptonshire Healthcare NHS Foundation Trust","29/07/2013",NA,NA,1
"2351","SC466786","PETERBOROUGH","Corporate owned",4,"The Beeches UK Limited","02/09/2013","low-overspend",NA,1
"2352","SC468929","NORTHUMBERLAND","Local Authority",4,"Northumberland County Council","09/10/2013",NA,"low-outsourcing",1
"2353","1259631","BRADFORD","Investment owned",7,"Witherslack Group Ltd","13/10/2017","high-overspend",NA,1
"2354","1263120","WIRRAL","Individual owned",4,"Apex Childrens Services Ltd","22/09/2017",NA,NA,1
"2355","SC008268","STOKE ON TRENT","Corporate owned",2,"The Partnership Of Care Today","01/12/2000",NA,NA,1
"2356","SC008270","STOKE ON TRENT","Corporate owned",2,"The Partnership Of Care Today","01/12/2000",NA,NA,1
"2357","SC008484","STOCKPORT","Unidentified for-profit",6,"","18/01/1994",NA,"low-outsourcing",1
"2358","SC005050","STAFFORDSHIRE","Corporate owned",5,"The Partnership Of Care Today","15/05/1996",NA,NA,1
"2359","SC005204","HALTON","Investment owned",6,"Keys Child Care Ltd","11/08/2000","high-overspend",NA,1
"2360","SC005567","TAMESIDE","Investment owned",4,"Keys Stepping Stones Limited","29/06/2001",NA,NA,1
"2361","2586067","WARWICKSHIRE","Individual owned",5,"Ivory Cottage Ltd","20/04/2020",NA,NA,1
"2362","SC487764","STAFFORDSHIRE","Corporate owned",2,"Inspire Care (UK) Limited","23/09/2015",NA,NA,1
"2363","SC488223","ROTHERHAM","Investment owned",3,"Esland North Limited","16/04/2015",NA,NA,1
"2364","SC489416","LANCASHIRE","Investment owned",4,"Your Chapter LTD","12/08/2015","low-overspend",NA,1
"2365","SC489820","DORSET","Individual owned",4,"Potensial Ltd","09/10/2015","high-overspend",NA,1
"2366","1156103","SHROPSHIRE","Investment owned",4,"Cambian Childcare Ltd","21/01/2016","high-overspend",NA,1
"2367","1220887","STAFFORDSHIRE","Individual owned",3,"Hygge Care Ltd","29/11/2015",NA,NA,1
"2368","1223501","LANCASHIRE","Corporate owned",4,"Hexagon Care Services Ltd","04/02/2016","low-overspend",NA,1
"2369","1226495","WEST SUSSEX","Investment owned",5,"Keys KIN Ltd","07/01/2016",NA,NA,1
"2370","2513339","CENTRAL BEDFORDSHIRE","Local Authority",5,"Central Bedfordshire Council","28/01/2019","high-overspend",NA,1
"2371","2515613","STAFFORDSHIRE","Corporate owned",2,"First Blue Healthcare Limited","07/04/2019",NA,NA,1
"2372","2517299","BUCKINGHAMSHIRE","Local Authority",5,"Buckinghamshire Council","04/05/2019",NA,NA,1
"2373","2519081","GATESHEAD","Corporate owned",5,"Impact Childcare and Education Ltd ","06/06/2019",NA,"low-outsourcing",1
"2374","2522796","PETERBOROUGH","Individual owned",6,"Florinee Homes Ltd","05/07/2019","low-overspend",NA,1
"2375","2523037","CALDERDALE","Corporate owned",2,"Time-Out Childrens Homes Limited","17/04/2019","high-overspend",NA,1
"2376","2587763","CHESHIRE WEST AND CHESTER","Individual owned",4,"Mercia Children Services Limited","01/07/2020",NA,NA,1
"2377","2590699","SALFORD","Corporate owned",4,"Care 4 Every Child Ltd","10/06/2020",NA,"low-outsourcing",1
"2378","2591501","EAST RIDING OF YORKSHIRE","Corporate owned",2,"Vcare - 24 Limited","17/07/2020",NA,NA,1
"2379","2495377","HERTFORDSHIRE","Third sector",58,"","26/09/2018",NA,NA,1
"2380","2502334","READING","Third sector",5,"Brighter Futures For Children Limited","29/11/2018",NA,"high-outsourcing",1
"2381","2502382","SURREY","Third sector",40,"St Joseph's Specialist Trust","30/10/2018",NA,NA,1
"2382","2503574","SEFTON","Individual owned",3,"Teen-Works Care Ltd","15/03/2019","high-overspend",NA,1
"2383","2503605","WALSALL","Individual owned",6,"Steps 4 Life Care Limited","20/12/2018",NA,NA,1
"2384","2503915","STAFFORDSHIRE","Corporate owned",3,"Platinum Services For Children (residential Care) Ltd","11/06/2019",NA,NA,1
"2385","2507361","SHROPSHIRE","Investment owned",2,"Reflexion Care Group Limited","09/04/2019","high-overspend",NA,1
"2386","2507393","STAFFORDSHIRE","Individual owned",2,"Future In Mind Limited","05/09/2019",NA,NA,1
"2387","SC015254","CAMBRIDGESHIRE","Investment owned",5,"Castle Homes Limited","01/08/1999","low-overspend",NA,1
"2388","SC015266","CAMBRIDGESHIRE","Third sector",6,"The Partnership of The Chartwell Group ","13/02/1998","low-overspend",NA,1
"2389","2663448","NORFOLK","Individual owned",2,"JMR Healthcare Ltd","05/09/2022",NA,NA,1
"2390","2664883","KINGSTON UPON HULL","Local Authority",1,"Hull City Council","21/01/2022",NA,NA,1
"2391","2665204","NOTTINGHAMSHIRE","Corporate owned",4,"Prime Nurture Services Limited","13/01/2022",NA,"high-outsourcing",1
"2392","2665747","LANCASHIRE","Individual owned",2,"SBL CARESERVICES (UK) LTD","01/02/2022","low-overspend",NA,1
"2393","2668575","CAMBRIDGESHIRE","Individual owned",4,"Juventas Services Limited","10/12/2021","low-overspend",NA,1
"2394","2669259","LINCOLNSHIRE","Individual owned",4,"Total Care Matters Limited","16/02/2022","low-overspend","low-outsourcing",1
"2395","SC481369","MERTON","Corporate owned",8,"Reamcare Limited","06/01/2015",NA,NA,1
"2396","SC481844","WEST NORTHAMPTONSHIRE","Corporate owned",5,"Living Life (UK) Limited","01/10/2014",NA,NA,1
"2397","SC482683","COVENTRY","Corporate owned",4,"Hexagon Care Services Ltd","25/02/2015",NA,NA,1
"2398","SC483828","STOCKPORT","Individual owned",5,"Care Haven (UK) Ltd","04/12/2014",NA,"low-outsourcing",1
"2399","SC483856","LANCASHIRE","Investment owned",5,"Cambian Childcare Ltd","12/10/2015","low-overspend",NA,1
"2400","1244946","WIGAN","Local Authority",2,"Wigan Council","04/10/2016","high-overspend",NA,1
"2401","1247560","CUMBRIA","Investment owned",4,"Witherslack Group Ltd","09/03/2017",NA,NA,1
"2402","1247776","LIVERPOOL","Investment owned",3,"Keys Group Progressive Care & Education Limited","01/12/2016",NA,NA,1
"2403","1248043","LIVERPOOL","Investment owned",2,"Keys Group Progressive Care & Education Limited","02/12/2016",NA,NA,1
"2404","1248979","ESSEX","Corporate owned",7,"Little Belsteads Care Home Limited","28/02/2017",NA,NA,1
"2405","2545082","CHESHIRE WEST AND CHESTER","Corporate owned",2,"Footsteps A Path To Change 08 Ltd","05/09/2019",NA,NA,1
"2406","2527860","LANCASHIRE","Investment owned",1,"Sandcastle Care Ltd","24/07/2019","low-overspend",NA,1
"2407","2624723","DORSET","Local Authority",1,"Dorset Council-Social Care, Children's Homes","08/03/2021","high-overspend",NA,1
"2408","2626047","SHROPSHIRE","Investment owned",5,"Cambian Childcare Ltd","04/03/2021","high-overspend",NA,1
"2409","2627054","STAFFORDSHIRE","Corporate owned",2,"First Blue Healthcare Limited","04/05/2021",NA,NA,1
"2410","2632092","KIRKLEES","Investment owned",2,"Sandcastle Care Ltd","19/04/2021",NA,NA,1
"2411","2632889","LANCASHIRE","Individual owned",2,"Holistic Care Service Nationwide Limited","30/06/2022","low-overspend",NA,1
"2412","2633117","LEICESTERSHIRE","Individual owned",3,"Treasure Nest Limited","21/04/2021","low-overspend",NA,1
"2413","2634397","LANCASHIRE","Individual owned",1,"XYP Childcare Ltd","27/03/2021","low-overspend",NA,1
"2414","1249117","STAFFORDSHIRE","Individual owned",1,"Searchlight Care Services Ltd","02/07/2018",NA,NA,1
"2415","2651800","MANCHESTER","Corporate owned",3,"Kids Inc Residential Services Ltd","25/10/2021",NA,NA,1
"2416","2654782","LANCASHIRE","Individual owned",4,"Residential Child Care Community (North West) Limited","01/11/2021","low-overspend",NA,1
"2417","2661568","HERTFORDSHIRE","Corporate owned",5,"SureCare Residential Ltd","25/11/2021",NA,NA,1
"2418","2662453","BARKING AND DAGENHAM","Corporate owned",5,"Tutelage Care Barking Ltd","19/01/2022",NA,NA,1
"2419","2662998","CORNWALL","Individual owned",3,"Manuel Cornwall Ltd","24/03/2022",NA,NA,1
"2420","2651806","KENT","Individual owned",4,"Caritas Homes Limited","25/11/2021",NA,NA,1
"2421","1255743","DERBY","Corporate owned",5,"Homes 2 inspire","24/05/2017",NA,"high-outsourcing",1
"2422","SC065553","DERBYSHIRE","Local Authority",4,"Derbyshire County Council","24/10/2005","high-overspend",NA,1
"2423","SC065679","STAFFORDSHIRE","Local Authority",5,"Staffordshire County Council","24/11/2006",NA,NA,1
"2424","SC065684","KENT","Individual owned",6,"J & R Care Limited","14/12/2005",NA,NA,1
"2425","SC478986","DERBY","Investment owned",5,"Esland North Limited","22/05/2014",NA,"high-outsourcing",1
"2426","SC480075","WIRRAL","Individual owned",3,"Safe Base Care Limited","17/12/2014",NA,NA,1
"2427","SC480502","HAMPSHIRE","Individual owned",4,"New Forest Care Ltd","22/09/2014",NA,NA,1
"2428","SC480655","LEICESTERSHIRE","Investment owned",4,"The Place Young People's Company","01/10/2014","low-overspend",NA,1
"2429","SC477428","NORTH EAST LINCOLNSHIRE","Local Authority",3,"North East Lincolnshire Council","10/09/2014","high-overspend",NA,1
"2430","SC478134","WORCESTERSHIRE","Investment owned",4,"Cambian Childcare Ltd","24/06/2014",NA,NA,1
"2431","SC479647","WIGAN","Corporate owned",6,"Hexagon Care Services Ltd","08/10/2014","high-overspend",NA,1
"2432","1276421","DURHAM","Individual owned",4,"Invested Childcare LTD","16/08/2018",NA,"low-outsourcing",1
"2433","1277584","SOMERSET","Individual owned",3,"De Novo Care Ltd","21/05/2018",NA,NA,1
"2434","1277726","NOTTINGHAMSHIRE","Investment owned",6,"Kisimul Group Ltd","25/06/2018",NA,"high-outsourcing",1
"2435","1278217","HARTLEPOOL","Individual owned",2,"North East Specialist Therapeutic Services CIC","19/12/2018",NA,"low-outsourcing",1
"2436","SC411046","LANCASHIRE","Individual owned",3,"Lifetime Opportunities Ltd","26/07/2010","low-overspend",NA,1
"2437","SC411142","SHROPSHIRE","Investment owned",1,"Bryn Melyn Care Limited","03/06/2010","high-overspend",NA,1
"2438","SC412296","EAST SUSSEX","Individual owned",4,"Springfield Road Childrens Homes Ltd","15/11/2010","high-overspend",NA,1
"2439","SC412953","BEDFORD","Individual owned",4,"Benjamin UK Ltd","03/08/2010",NA,"high-outsourcing",1
"2440","SC413985","SALFORD","Third sector",5,"The Together Trust","30/09/2010",NA,"low-outsourcing",1
"2441","SC485956","LANCASHIRE","Individual owned",2,"New Horizons (NW) Ltd","05/06/2015","low-overspend",NA,1
"2442","SC489223","SOMERSET","Individual owned",2,"Idem Living Ltd","29/01/2016",NA,NA,1
"2443","SC040105","KINGSTON UPON HULL","Local Authority",6,"Hull City Council","01/04/2003",NA,NA,1
"2444","SC040500","SALFORD","Local Authority",27,"Salford City Council","18/05/2004",NA,"low-outsourcing",1
"2445","SC040509","SALFORD","Local Authority",3,"Salford City Council","25/02/2004",NA,"low-outsourcing",1
"2446","SC040638","SURREY","Local Authority",6,"Surrey County Council","18/11/2003",NA,NA,1
"2447","2641768","TAMESIDE","Corporate owned",4,"Care 4 Every Child Ltd","01/10/2021",NA,NA,1
"2448","2642570","LEICESTERSHIRE","Individual owned",3,"T-Junction Children's Services Ltd","21/09/2021","low-overspend",NA,1
"2449","2642643","DERBYSHIRE","Local Authority",4,"Derbyshire County Council","14/05/2021","high-overspend",NA,1
"2450","SC020545","TELFORD AND WREKIN","Investment owned",5,"Castle Homes Care Limited","16/12/1998",NA,NA,1
"2451","SC020602","SHROPSHIRE","Investment owned",5,"Keys Nhcc Ltd","28/06/1996","high-overspend",NA,1
"2452","SC021679","MANCHESTER","Corporate owned",4,"The Partnership Of Care Today","09/06/1995",NA,NA,1
"2453","SC021684","MANCHESTER","Individual owned",6,"Social Care Services Limited","04/12/2001",NA,NA,1
"2454","SC022438","ST HELENS","Individual owned",1,"PIC Children's Services Limited","20/07/2001",NA,NA,1
"2455","SC022447","ST HELENS","Third sector",3,"Nugent Care 2019","18/02/2002",NA,NA,1
"2456","SC064858","SALFORD","Local Authority",4,"Salford City Council","24/06/2005",NA,"low-outsourcing",1
"2457","SC066560","ROCHDALE","Corporate owned",3,"Meadows Care Limited","15/02/2006",NA,"low-outsourcing",1
"2458","2599773","WEST NORTHAMPTONSHIRE","Individual owned",2,"T. How Homely Limited","29/09/2020",NA,NA,1
"2459","SC415710","BLACKPOOL","Investment owned",3,"Cambian Childcare Ltd","28/09/2010",NA,NA,1
"2460","SC420388","BURY","Investment owned",4,"Keys ACE Limited","22/12/2010",NA,NA,1
"2461","SC420410","WILTSHIRE","Individual owned",3,"Arc-HD Services Ltd","22/06/2011","low-overspend",NA,1
"2462","SC429523","CORNWALL","Local Authority",4,"Cornwall Partnership NHS Foundation Trust","01/04/2012",NA,NA,1
"2463","SC430320","BARKING AND DAGENHAM","Individual owned",5,"The Vine Residential Services (TVRS) Ltd","09/08/2011",NA,NA,1
"2464","SC431699","NOTTINGHAM","Individual owned",3,"Capstone Care Provider Limited","02/08/2011",NA,NA,1
"2465","SC423753","SHEFFIELD","Third sector",5,"Ruskin Mill Trust Limited","03/11/2011",NA,NA,1
"2466","SC424280","NOTTINGHAM","Local Authority",2,"Nottingham City Council","16/02/2011",NA,NA,1
"2467","SC426719","TELFORD AND WREKIN","Investment owned",6,"CareTech Community Services Limited","13/06/2011",NA,NA,1
"2468","1241263","KENT","Individual owned",6,"Aspire Care and Education Services Ltd","26/10/2016",NA,NA,1
"2469","1241634","WIGAN","Corporate owned",2,"Future Focused Ltd","22/08/2016","high-overspend",NA,1
"2470","1241975","DUDLEY","Investment owned",4,"Horizon Care and Education Group Limited","12/03/2017","low-overspend",NA,1
"2471","2532036","LANCASHIRE","Investment owned",3,"Horizon Care and Education Group Limited","01/05/2019","low-overspend",NA,1
"2472","2534827","CENTRAL BEDFORDSHIRE","Investment owned",4,"Cambian Childcare Ltd","20/06/2019","high-overspend",NA,1
"2473","SC433430","DERBYSHIRE","Investment owned",4,"Esland North Limited","21/07/2011","high-overspend",NA,1
"2474","SC436386","LINCOLNSHIRE","Investment owned",6,"Knossington Grange School Ltd","16/09/2011","low-overspend","low-outsourcing",1
